alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,residual sugar,sulphates,total sulfur dioxide,volatile acidity,quality
12.3,0.033,0.2,0.99002,5.2,17.0,3.34,1.7,0.47999998927116394,74.0,0.335,6
10.1,0.05,0.4,0.9951,8.1,30.0,3.26,6.9,0.4399999976158142,97.0,0.28,6
9.1,0.053,0.3,0.9986,7.4,48.5,3.14,12.8,0.49000000953674316,212.0,0.19,7
12.2,0.031,0.24,0.98926,7.3,29.0,2.9,0.9,0.3799999952316284,86.0,0.23,6
12.8,0.095,0.32,0.98954,6.6,13.0,3.1,3.0,0.6299999952316284,75.0,0.44,6
9.0,0.05,0.12,0.99398,7.0,23.0,2.86,4.5,0.3499999940395355,86.0,0.48,5
9.1,0.044,0.34,0.99752,6.4,45.0,3.06,13.4,0.4300000071525574,139.0,0.17,6
9.8,0.062,0.2,0.99461,7.2,52.0,3.17,5.8,0.4399999976158142,203.0,0.34,6
11.2,0.042,0.36,0.9941,7.8,38.0,3.26,7.0,0.3700000047683716,161.0,0.29,8
12.6,0.025,0.3,0.99126,7.1,15.0,3.18,6.6,0.46000000834465027,138.0,0.43,6
10.3,0.049,0.55,0.9949,9.4,14.0,3.02,1.6,0.6100000143051147,94.0,0.17,6
12.2,0.044,0.74,0.991,7.1,42.0,3.31,2.7,0.4099999964237213,144.0,0.22,6
9.9,0.038,0.3,0.9937,6.4,8.0,3.2,2.25,0.6200000047683716,210.0,0.3,6
8.6,0.041,0.62,0.9976,7.2,70.0,3.08,10.8,0.49000000953674316,189.0,0.4,4
10.5,0.056,0.3,0.9945,7.0,31.0,3.47,5.0,0.41999998688697815,122.0,0.13,6
9.3,0.049,0.32,0.9981,6.3,38.0,3.47,10.6,0.5899999737739563,209.0,0.4,6
11.3,0.051,0.44,0.99058,6.4,39.0,3.11,1.2,0.75,122.0,0.16,7
11.2,0.027,0.45,0.992,5.2,21.0,3.55,3.8,0.49000000953674316,128.0,0.24,8
9.5,0.056,0.35,0.99527,6.4,45.0,3.16,7.7,0.5,191.0,0.26,5
9.3,0.045,0.3,0.99469,5.7,26.0,3.32,5.4,0.44999998807907104,105.0,0.14,5
10.0,0.036,0.34,0.9937,6.5,34.0,3.14,3.4,0.7599999904632568,200.0,0.38,5
12.7,0.03,0.31,0.9898,7.0,41.0,3.16,2.7,0.3700000047683716,136.0,0.22,7
10.9,0.044,0.31,0.9937,7.1,29.0,3.34,2.2,0.6399999856948853,128.0,0.26,8
9.7,0.064,0.29,0.99737,7.1,56.0,3.16,15.5,0.4099999964237213,115.5,0.13,7
13.0,0.032,0.39,0.98912,6.7,14.0,3.31,1.0,0.3799999952316284,71.0,0.19,7
10.6,0.029,0.34,0.99497,9.0,21.0,3.08,6.7,0.5,162.0,0.26,6
9.2,0.06,0.24,0.99512,6.6,42.5,3.59,1.3,0.5099999904632568,204.0,0.32,5
8.9,0.036,0.58,0.9977,7.8,44.0,3.06,11.2,0.4099999964237213,161.0,0.27,6
12.7,0.042,0.27,0.98952,6.0,19.0,3.32,2.3,0.4099999964237213,120.0,0.31,7
10.1,0.046,0.3,0.993,6.6,32.0,3.42,1.6,0.5099999904632568,134.0,0.25,7
11.1,0.048,0.35,0.99146,7.0,67.0,3.05,2.5,0.5600000023841858,161.0,0.36,6
9.2,0.041,0.28,0.99652,7.6,29.0,3.2,7.1,0.41999998688697815,110.0,0.18,6
10.7,0.032,0.49,0.9932,6.9,35.0,3.45,1.3,0.5699999928474426,148.0,0.24,7
11.4,0.043,0.52,0.99129,7.6,28.0,3.02,3.2,0.5299999713897705,152.0,0.27,6
9.2,0.048,0.37,0.9995,7.4,43.0,3.03,16.95,0.41999998688697815,190.0,0.2,6
12.3,0.024,0.37,0.98876,6.3,12.0,2.94,1.5,0.38999998569488525,76.0,0.37,6
11.3,0.025,0.28,0.9925,5.7,26.0,3.28,9.65,0.3799999952316284,121.0,0.23,6
9.5,0.036,0.36,0.9934,6.9,40.0,3.27,1.3,0.949999988079071,117.0,0.18,7
9.0,0.062,0.49,0.9989,7.6,50.0,3.22,13.4,0.5299999713897705,191.0,0.31,4
10.2,0.047,0.3,0.9933,8.2,47.0,3.13,1.8,0.5,185.0,0.22,6
10.1,0.039,0.09,0.99206,6.7,53.0,3.12,1.4,0.4399999976158142,141.0,0.31,5
9.9,0.053,0.41,0.9976,7.2,15.0,3.29,8.6,0.6399999856948853,89.0,0.31,6
9.6,0.055,0.44,0.99488,6.4,52.0,3.1,8.9,0.47999998927116394,164.0,0.33,5
10.0,0.017,0.32,0.99348,6.7,32.0,3.12,3.7,0.4399999976158142,99.0,0.13,6
9.3,0.063,0.56,1.00098,9.4,52.5,3.1,16.45,0.5099999904632568,282.0,0.23,5
12.9,0.04,0.34,0.99,6.8,38.0,3.24,2.0,0.44999998807907104,111.0,0.17,6
10.3,0.051,0.27,0.994,6.0,23.0,3.23,2.3,0.6700000166893005,147.0,0.28,6
10.8,0.083,0.36,0.9942,7.0,10.0,3.33,4.9,0.3700000047683716,133.0,0.24,6
11.5,0.017,0.24,0.99084,6.7,22.0,3.03,2.7,0.3700000047683716,80.0,0.39,5
9.5,0.044,0.24,0.9969,5.9,53.0,3.25,12.1,0.38999998569488525,165.0,0.21,5
9.2,0.053,0.55,0.99805,6.8,34.0,2.93,14.6,0.4399999976158142,159.0,0.21,5
9.1,0.042,0.3,0.9954,9.4,26.0,3.15,1.4,0.46000000834465027,176.0,0.16,5
9.7,0.046,0.29,0.9983,8.0,26.0,3.25,13.2,0.3700000047683716,113.0,0.29,6
12.1,0.03,0.25,0.99367,7.6,15.0,3.1,9.5,0.4399999976158142,136.0,0.32,6
9.4,0.045,0.23,0.9981,7.1,44.0,3.11,13.7,0.5299999713897705,192.0,0.46,5
8.8,0.053,0.44,1.0006,8.1,43.0,3.28,14.1,0.75,145.0,0.17,8
9.9,0.057,0.24,0.9949,7.3,41.0,3.2,6.8,0.4099999964237213,163.0,0.41,6
9.2,0.044,0.1,0.9937,7.0,17.0,3.01,3.5,0.38999998569488525,63.0,0.34,5
10.2,0.069,0.24,0.9942,6.3,9.0,3.15,6.9,0.3499999940395355,117.0,0.39,4
8.9,0.043,0.4,0.9996,6.9,36.0,2.93,19.45,0.4699999988079071,156.0,0.29,5
11.0,0.037,0.29,0.992,7.2,37.0,3.27,2.2,0.6399999856948853,102.0,0.24,7
9.0,0.058,0.38,0.9979,7.2,55.0,3.09,14.3,0.4399999976158142,194.0,0.23,6
10.1,0.042,0.24,0.996,6.5,47.0,3.08,10.8,0.4000000059604645,130.0,0.26,6
10.7,0.033,0.0,0.99551,6.7,32.0,3.15,13.0,0.5,75.0,0.66,6
9.8,0.054,0.37,0.99795,8.0,23.0,3.32,9.6,0.4699999988079071,159.0,0.23,4
10.0,0.028,0.29,0.99168,5.2,18.0,3.24,1.1,0.5400000214576721,69.0,0.28,6
11.3,0.041,0.47,0.99184,7.5,95.0,2.92,4.1,0.5899999737739563,163.0,0.25,6
11.4,0.042,0.28,0.99166,7.0,21.0,3.2,2.2,0.5699999928474426,177.0,0.3,5
10.8,0.04,0.32,0.993,7.7,26.0,3.21,1.2,0.5600000023841858,117.0,0.26,5
9.5,0.034,0.21,0.9972,5.9,36.0,3.28,12.5,0.4300000071525574,152.0,0.26,6
12.0,0.034,0.37,0.98952,6.9,36.0,2.93,1.8,0.5899999737739563,95.0,0.16,6
10.5,0.051,0.39,0.9961,7.0,32.0,3.38,8.7,0.5299999713897705,141.0,0.28,6
9.5,0.048,0.42,0.9974,6.9,10.0,3.32,8.5,0.46000000834465027,147.0,0.44,6
10.2,0.044,0.2,0.9962,5.8,22.0,3.37,14.95,0.3700000047683716,179.0,0.27,5
10.0,0.049,0.3,0.9954,8.1,39.0,2.99,7.8,0.5799999833106995,152.0,0.26,6
13.2,0.033,0.25,0.98794,6.0,30.0,3.08,1.4,0.4300000071525574,114.0,0.29,6
11.8,0.036,0.29,0.98938,6.1,25.0,3.06,2.2,0.4399999976158142,100.0,0.34,6
12.0,0.021,0.37,0.99076,6.15,20.0,3.39,3.2,0.4699999988079071,80.0,0.21,5
11.4,0.038,0.37,0.9902,5.6,6.0,3.37,1.0,0.3400000035762787,72.0,0.35,5
10.5,0.052,0.4,0.99398,6.0,56.0,3.16,5.7,0.8799999952316284,152.0,0.25,6
12.3,0.034,0.32,0.98952,5.9,31.0,3.16,2.0,0.5600000023841858,102.0,0.27,6
11.8,0.037,0.31,0.99,6.4,34.0,3.06,1.9,0.44999998807907104,126.0,0.32,6
12.4,0.036,0.02,0.99248,3.8,20.0,3.75,11.1,0.4399999976158142,114.0,0.31,6
9.5,0.046,0.49,1.0004,9.8,13.0,3.18,15.4,0.44999998807907104,119.0,0.31,5
11.9,0.031,0.34,0.99,7.0,27.0,3.06,1.4,0.38999998569488525,107.0,0.24,6
11.5,0.04,0.32,0.9916,7.5,51.0,3.21,1.7,0.4399999976158142,148.0,0.17,7
9.5,0.036,0.33,0.99306,6.6,17.0,3.27,1.4,0.6100000143051147,109.0,0.085,6
11.4,0.144,0.38,0.9908,6.1,12.0,2.95,2.8,0.6399999856948853,65.0,0.22,6
11.4,0.02,0.3,0.99362,7.2,14.0,2.99,8.25,0.4399999976158142,104.0,0.32,6
12.2,0.037,0.41,0.9911,7.3,52.0,3.29,1.8,0.38999998569488525,165.0,0.25,7
12.3,0.028,0.32,0.9912,6.0,29.0,3.4,3.5,0.7099999785423279,113.0,0.26,7
10.4,0.052,0.29,0.99544,6.8,51.0,3.02,11.9,0.5799999833106995,149.0,0.28,6
10.9,0.047,0.31,0.99126,6.8,40.0,3.06,2.8,0.6399999856948853,122.0,0.23,7
9.7,0.09,0.21,0.99255,6.1,44.0,3.07,1.9,0.4099999964237213,130.0,0.17,5
11.7,0.034,0.91,0.99394,6.3,50.0,3.39,8.2,0.49000000953674316,199.0,0.3,6
10.0,0.052,0.35,0.993,6.9,35.0,3.45,1.0,0.4399999976158142,146.0,0.24,6
11.5,0.036,0.18,0.99125,6.0,5.0,3.28,3.0,0.4000000059604645,85.0,0.33,4
11.2,0.028,0.3,0.99242,8.8,34.0,2.94,5.0,0.4699999988079071,120.0,0.19,5
11.0,0.039,0.21,0.99328,8.7,28.0,2.96,5.6,0.5199999809265137,67.0,0.31,4
9.2,0.046,0.49,0.9996,7.6,36.0,3.06,18.05,0.4099999964237213,158.0,0.18,5
12.2,0.032,0.58,0.99275,6.9,29.0,3.28,8.2,0.4399999976158142,169.0,0.58,6
9.4,0.042,0.21,0.99373,6.1,17.0,3.02,5.0,0.5299999713897705,133.0,0.34,5
9.4,0.061,0.49,0.9938,8.0,27.0,3.08,1.2,0.3400000035762787,117.0,0.25,5
9.1,0.042,0.52,0.99839,7.6,61.0,2.98,13.2,0.4699999988079071,148.0,0.31,6
10.1,0.043,0.34,0.9935,6.9,25.0,3.31,1.9,0.6000000238418579,136.0,0.2,4
13.1,0.033,0.25,0.98966,5.7,49.0,3.26,4.9,0.5799999833106995,113.0,0.39,7
10.3,0.059,0.37,0.993,6.6,45.0,3.37,1.2,0.550000011920929,199.0,0.22,7
10.9,0.045,0.42,0.99234,6.8,24.0,3.09,1.2,0.8700000047683716,126.0,0.21,6
10.7,0.03,0.27,0.9947,5.6,27.0,3.4,10.6,0.3400000035762787,119.0,0.26,7
12.7,0.036,0.37,0.98853,5.8,19.0,3.09,1.2,0.49000000953674316,74.0,0.18,7
11.8,0.035,0.27,0.99058,5.9,14.0,3.1,5.0,0.33000001311302185,97.0,0.27,7
8.6,0.054,0.54,0.99864,7.3,63.0,3.06,13.3,0.49000000953674316,193.0,0.36,4
12.7,0.042,0.32,0.98952,6.1,41.0,3.31,2.2,0.4399999976158142,142.0,0.3,7
12.0,0.037,0.23,0.99021,5.9,38.0,3.36,1.5,0.49000000953674316,93.0,0.2,6
10.8,0.033,0.27,0.9959,8.4,37.0,2.99,12.15,0.38999998569488525,116.0,0.58,6
11.8,0.057,0.27,0.99257,7.1,60.0,3.16,8.4,0.36000001430511475,160.0,0.44,6
12.8,0.033,0.74,0.991,7.8,33.0,3.29,1.8,0.5199999809265137,156.0,0.3,6
9.5,0.042,0.28,0.9952,6.6,51.0,3.3,4.9,0.75,180.0,0.22,6
10.1,0.04,0.29,0.99126,5.6,5.0,3.07,2.3,0.44999998807907104,47.0,0.18,4
13.1,0.034,0.27,0.9897,7.1,28.0,3.26,3.1,0.3799999952316284,134.0,0.35,7
13.7,0.024,0.32,0.98906,5.8,28.0,3.25,4.5,0.5199999809265137,94.0,0.31,7
9.8,0.048,0.22,0.99304,6.3,53.0,3.24,2.8,0.44999998807907104,173.0,0.39,5
10.8,0.051,0.16,0.99564,5.4,31.0,3.4,12.55,0.3799999952316284,115.0,0.205,6
12.4,0.029,0.38,0.98895,5.4,31.0,3.28,1.2,0.36000001430511475,132.0,0.29,6
9.0,0.058,0.38,0.9979,7.2,55.0,3.09,14.3,0.4399999976158142,194.0,0.23,6
11.0,0.032,0.18,0.99114,5.0,40.0,3.18,4.6,0.4000000059604645,124.0,0.33,6
10.3,0.049,0.36,0.996,7.6,38.0,3.6,2.4,0.46000000834465027,123.0,0.18,5
10.5,0.048,0.3,0.9933,7.2,27.0,3.25,1.6,0.44999998807907104,131.0,0.24,5
10.0,0.057,0.33,0.99693,7.3,48.0,3.1,11.8,0.550000011920929,127.0,0.26,6
9.6,0.053,0.5,0.9955,6.3,51.0,3.2,8.3,0.5099999904632568,202.0,0.36,6
11.0,0.037,0.3,0.9943,7.7,29.0,3.38,5.2,0.4399999976158142,131.0,0.39,6
9.0,0.11,0.27,0.99672,6.6,20.0,3.08,10.7,0.4099999964237213,103.0,0.41,6
10.6,0.035,0.49,0.9928,8.0,42.0,3.26,1.5,0.4000000059604645,120.0,0.14,7
9.4,0.048,0.41,0.99537,6.6,55.0,3.2,7.2,0.46000000834465027,178.0,0.32,5
11.8,0.037,0.24,0.9913,7.6,39.0,3.05,1.8,0.4399999976158142,150.0,0.31,7
9.6,0.051,0.49,0.9928,6.1,18.0,3.3,1.5,0.46000000834465027,87.0,0.22,5
8.8,0.045,0.51,0.99966,6.5,34.0,3.2,17.6,0.4699999988079071,125.0,0.21,6
12.6,0.096,0.35,0.99016,8.8,22.0,2.95,1.8,0.5400000214576721,80.0,0.39,6
8.9,0.036,0.58,0.9977,7.8,44.0,3.06,11.2,0.4099999964237213,161.0,0.27,6
12.4,0.026,0.23,0.9896,6.8,31.0,3.1,3.3,0.4000000059604645,99.0,0.32,6
9.2,0.038,0.05,0.9924,5.6,11.0,3.36,0.8,0.3499999940395355,30.0,0.29,5
11.5,0.057,0.49,0.9928,8.2,14.0,3.19,3.5,0.3499999940395355,108.0,0.2,6
8.9,0.044,0.34,0.99976,7.8,66.0,3.22,13.7,0.75,184.0,0.25,5
12.2,0.045,0.74,0.9942,7.0,24.0,3.26,12.8,0.3799999952316284,126.0,0.17,8
9.3,0.135,0.6,0.9927,6.6,61.0,3.12,1.1,0.38999998569488525,144.0,0.21,7
11.9,0.037,0.31,0.9911,7.9,5.0,3.19,2.85,0.36000001430511475,24.0,0.37,6
10.4,0.053,0.26,0.99976,7.7,36.0,3.2,18.95,0.5,174.0,0.3,5
11.9,0.028,0.32,0.99076,6.5,36.0,3.27,2.2,0.5899999737739563,92.0,0.22,7
11.0,0.021,0.27,0.99442,7.6,57.0,3.08,8.8,0.3799999952316284,156.0,0.31,7
9.0,0.068,0.19,0.9934,6.4,18.0,3.03,3.5,0.3799999952316284,101.0,0.37,6
12.0,0.04,0.32,0.99026,6.8,35.0,3.16,1.4,0.6600000262260437,106.0,0.17,5
10.6,0.051,0.26,0.9946,7.0,25.0,3.36,1.7,0.6000000238418579,161.0,0.61,4
11.3,0.035,0.33,0.99082,6.9,35.0,3.02,1.2,0.5799999833106995,158.0,0.25,6
11.8,0.037,0.24,0.9913,7.6,39.0,3.05,1.8,0.4399999976158142,150.0,0.31,7
11.5,0.052,0.36,0.98974,6.0,23.0,3.1,1.6,0.5,72.0,0.13,7
9.5,0.042,0.42,0.99674,6.5,66.0,3.24,10.6,0.5299999713897705,202.0,0.29,6
9.9,0.038,0.74,0.9945,6.7,35.0,3.21,5.0,0.46000000834465027,157.0,0.3,5
8.8,0.05,0.74,0.998,7.2,56.0,3.03,13.6,0.4399999976158142,162.0,0.26,5
11.4,0.041,0.42,0.9925,8.6,35.0,3.11,1.5,0.49000000953674316,125.0,0.2,7
9.1,0.053,0.26,0.9943,6.0,17.0,3.24,4.5,0.46000000834465027,126.0,0.555,5
10.3,0.039,0.41,0.99678,6.5,47.0,3.28,14.2,0.7200000286102295,129.0,0.18,7
12.6,0.023,0.32,0.99262,6.7,20.0,3.34,9.0,0.3499999940395355,109.0,0.24,6
9.7,0.05,0.41,0.9988,7.3,41.0,3.37,13.6,0.4300000071525574,178.0,0.24,5
10.9,0.046,0.28,0.99665,7.2,6.0,3.17,15.2,0.38999998569488525,41.0,0.27,6
8.6,0.039,0.58,0.9978,7.7,41.0,3.06,11.1,0.49000000953674316,151.0,0.34,5
10.4,0.045,0.43,0.99752,6.6,53.0,3.52,10.9,0.7699999809265137,154.0,0.19,6
9.9,0.045,0.34,0.9934,7.4,73.5,3.18,2.3,0.6100000143051147,214.0,0.155,7
9.5,0.041,0.26,0.99509,7.0,21.0,3.22,7.2,0.550000011920929,90.0,0.23,6
10.0,0.041,0.27,0.9963,6.6,37.0,3.24,10.9,0.4699999988079071,146.0,0.32,5
10.7,0.032,0.18,0.99565,6.5,25.0,3.23,13.15,0.5099999904632568,131.0,0.43,5
9.9,0.047,0.27,0.99596,6.4,26.0,3.34,9.9,0.5,101.0,0.17,6
11.4,0.036,0.32,0.99068,6.9,34.0,3.19,1.6,0.44999998807907104,114.0,0.31,7
14.0,0.027,0.47,0.9907,5.8,12.0,3.38,7.5,0.44999998807907104,88.0,0.39,6
10.2,0.048,0.49,0.9987,9.0,52.0,3.31,10.4,0.4399999976158142,195.0,0.22,6
11.0,0.031,0.18,0.9908,5.8,40.0,3.42,1.2,0.4000000059604645,114.0,0.26,7
12.0,0.038,0.35,0.9912,6.8,10.0,3.09,2.8,0.5299999713897705,164.0,0.3,6
9.8,0.041,0.33,0.99659,6.8,60.0,3.1,12.8,0.5600000023841858,168.0,0.3,5
9.1,0.061,0.22,0.99824,6.3,26.0,3.08,16.0,0.5,141.0,0.305,5
11.2,0.032,0.37,0.99185,6.0,63.0,3.32,1.2,0.4399999976158142,148.0,0.14,5
11.9,0.034,0.27,0.99088,7.9,25.0,2.97,1.7,0.5099999904632568,122.0,0.27,6
10.9,0.041,0.28,0.99418,6.5,29.0,2.98,11.45,0.30000001192092896,109.0,0.3,6
10.1,0.046,0.29,0.9952,6.3,29.0,3.29,6.2,0.5299999713897705,227.0,0.34,6
12.4,0.034,0.31,0.98944,6.5,59.0,3.16,1.3,0.5400000214576721,145.0,0.26,6
9.4,0.044,0.42,0.99562,6.6,60.0,3.14,8.2,0.47999998927116394,196.0,0.28,5
9.9,0.058,0.24,0.995,7.2,40.0,3.2,6.7,0.4099999964237213,163.0,0.43,5
11.0,0.026,0.28,0.99308,5.1,27.0,3.36,8.3,0.3700000047683716,107.0,0.29,6
10.8,0.031,0.25,0.99645,8.6,13.0,3.11,11.3,0.4000000059604645,96.0,0.23,5
12.3,0.034,0.26,0.9912,6.0,42.0,3.38,6.0,0.3799999952316284,134.0,0.38,7
12.0,0.043,0.44,0.99452,8.2,52.0,3.04,12.4,0.33000001311302185,154.0,0.3,6
10.1,0.059,0.49,0.9958,9.1,10.0,3.15,2.0,0.46000000834465027,112.0,0.28,5
9.8,0.087,0.37,0.99438,7.6,27.0,3.09,1.6,0.5,177.0,0.3,5
9.4,0.042,0.0,0.9937,6.1,24.0,3.31,1.3,0.3799999952316284,79.0,0.6,4
10.65,0.037,0.28,0.99094,5.9,24.0,3.29,1.0,0.550000011920929,88.0,0.18,7
10.0,0.047,0.25,0.9925,6.1,37.0,3.35,1.3,0.46000000834465027,173.0,0.14,6
12.0,0.028,0.33,0.991,6.5,23.0,3.34,1.9,0.699999988079071,93.0,0.08,7
13.0,0.032,0.28,0.9932,7.9,13.0,2.99,12.9,0.4300000071525574,63.0,0.35,6
12.9,0.022,0.31,0.9892,6.3,11.0,3.3,1.5,0.4000000059604645,82.0,0.23,7
9.3,0.174,0.86,0.99288,7.1,36.0,2.92,1.4,0.5,99.0,0.34,5
14.0,0.025,0.21,0.9894,5.8,12.0,3.39,2.6,0.7900000214576721,120.0,0.29,7
9.0,0.054,0.46,0.99848,6.7,67.0,3.23,9.7,0.5,234.0,0.42,5
10.7,0.049,0.16,0.9917,5.0,10.0,3.48,1.5,0.4399999976158142,97.0,0.33,6
8.8,0.05,0.24,0.998,7.1,52.0,3.1,13.1,0.49000000953674316,204.0,0.32,5
12.2,0.035,0.34,0.99045,6.9,27.0,3.18,1.3,0.4399999976158142,82.0,0.25,6
9.1,0.058,0.38,0.99833,6.6,66.0,3.23,9.2,0.5400000214576721,243.0,0.435,6
9.2,0.074,0.32,0.998,7.1,29.0,2.96,14.45,0.41999998688697815,107.0,0.26,6
12.0,0.04,0.37,0.99009,6.6,31.0,3.15,1.6,0.6600000262260437,101.0,0.22,5
12.9,0.032,0.32,0.99188,6.7,29.0,3.13,9.0,0.6499999761581421,113.0,0.35,7
10.2,0.036,0.33,0.99521,6.1,27.0,3.34,10.7,0.5199999809265137,98.0,0.32,6
9.4,0.053,0.21,0.99445,6.8,34.0,3.3,5.4,0.4300000071525574,104.0,0.18,5
9.2,0.054,0.25,0.9956,7.6,22.0,3.12,4.3,0.49000000953674316,111.0,0.3,5
11.0,0.043,0.31,0.99158,6.3,30.0,3.49,1.2,0.6800000071525574,117.0,0.21,6
12.9,0.03,0.27,0.98892,5.6,31.0,3.35,1.7,0.3700000047683716,103.0,0.18,6
11.3,0.035,0.42,0.9908,7.6,18.0,2.99,1.3,0.38999998569488525,86.0,0.29,5
12.9,0.032,0.28,0.99036,6.6,19.0,3.11,4.4,0.6200000047683716,78.0,0.64,6
11.0,0.035,0.3,0.9927,6.3,8.0,3.27,5.7,0.4099999964237213,97.0,0.35,7
11.4,0.048,0.29,0.9915,7.4,14.0,3.06,3.7,0.44999998807907104,73.0,0.26,6
11.0,0.03,0.41,0.99368,6.9,30.0,3.22,8.0,0.5400000214576721,114.0,0.23,6
8.9,0.054,0.2,0.99888,7.4,63.0,3.11,13.9,0.5,229.0,0.35,6
11.0,0.034,0.29,0.9917,7.3,29.0,3.3,1.6,0.5,118.0,0.21,8
9.2,0.046,0.49,0.9984,7.6,87.0,3.01,11.3,0.4300000071525574,221.0,0.36,5
9.1,0.053,0.3,0.9986,7.4,48.5,3.14,12.8,0.49000000953674316,229.0,0.19,7
9.0,0.054,0.46,0.99848,6.7,67.0,3.23,9.7,0.5,234.0,0.42,5
9.8,0.048,0.24,0.9982,6.5,24.0,3.44,14.0,0.5299999713897705,113.0,0.41,6
9.0,0.05,0.28,0.99971,7.2,33.0,2.94,17.55,0.4300000071525574,154.0,0.17,7
8.8,0.047,0.23,0.99906,6.6,37.0,3.08,17.3,0.46000000834465027,118.0,0.22,6
10.4,0.046,0.49,0.9952,6.7,57.0,3.62,2.4,0.8100000023841858,187.0,0.16,6
9.1,0.054,0.45,0.99869,6.7,30.0,3.14,14.3,0.5699999928474426,181.0,0.29,5
10.6,0.036,0.3,0.99368,6.0,47.0,3.18,8.7,0.38999998569488525,127.0,0.21,5
13.0,0.043,0.24,0.9904,6.7,14.0,3.22,2.1,0.6000000238418579,155.0,0.51,6
10.2,0.045,0.49,0.9942,7.1,31.0,3.4,1.6,0.5899999737739563,100.0,0.3,5
9.2,0.028,0.27,0.9948,5.6,22.0,3.34,4.8,0.44999998807907104,104.0,0.13,6
11.9,0.035,0.29,0.99364,6.2,21.0,3.18,11.8,0.3400000035762787,93.0,0.2,6
11.7,0.037,0.33,0.9912,7.8,18.0,3.21,2.4,0.6499999761581421,101.0,0.32,7
12.6,0.045,0.38,0.9925,7.3,29.0,3.19,6.8,0.3700000047683716,122.0,0.42,7
8.8,0.047,0.68,0.9978,7.5,37.0,2.99,11.0,0.3799999952316284,133.0,0.23,5
12.1,0.04,0.37,0.9912,8.0,15.0,3.06,1.3,0.6100000143051147,96.0,0.18,6
9.8,0.069,0.26,0.9954,7.0,28.0,3.13,7.4,0.46000000834465027,160.0,0.31,6
9.3,0.053,0.37,0.996,6.9,36.0,3.16,8.9,0.5,148.0,0.4,5
12.8,0.04,0.34,0.99155,7.5,34.0,3.14,4.3,0.44999998807907104,108.0,0.42,8
12.5,0.027,0.44,0.99124,7.9,47.0,2.96,6.5,0.3700000047683716,126.0,0.34,6
10.1,0.047,0.3,0.9931,6.0,30.0,3.17,1.6,0.47999998927116394,117.0,0.4,6
10.5,0.046,0.32,0.99452,6.8,47.0,3.08,8.6,0.5199999809265137,159.0,0.23,6
11.4,0.056,0.21,0.9908,5.8,35.0,3.32,1.3,0.33000001311302185,121.0,0.12,6
10.0,0.052,0.33,0.99316,6.6,40.0,3.15,2.5,0.6000000238418579,210.0,0.32,5
9.533334,0.05,0.2,0.99504,6.5,44.0,3.18,7.5,0.47999998927116394,179.0,0.23,5
9.4,0.033,0.49,0.9932,6.2,17.0,3.3,0.9,0.699999988079071,51.0,0.15,6
11.6,0.028,0.28,0.998,8.4,55.0,2.96,18.8,0.3499999940395355,130.0,0.22,5
9.7,0.053,0.33,0.9978,6.5,51.0,3.22,15.7,0.5099999904632568,190.0,0.28,6
10.0,0.057,0.23,0.99568,6.9,54.0,3.23,9.5,0.41999998688697815,166.0,0.37,5
9.4,0.048,0.27,0.9993,5.9,52.0,3.35,18.2,0.4399999976158142,168.0,0.26,5
12.7,0.041,0.32,0.98949,6.6,8.0,3.22,1.5,0.38999998569488525,72.0,0.23,6
12.1,0.044,0.49,0.99,6.8,35.0,3.13,1.2,0.47999998927116394,126.0,0.27,7
12.4,0.045,0.33,0.99066,8.1,26.0,2.98,1.3,0.4399999976158142,100.0,0.27,6
11.0,0.049,0.26,0.9928,6.0,22.0,3.15,6.8,0.41999998688697815,93.0,0.2,6
10.1,0.048,0.24,0.9942,6.6,26.0,3.37,1.7,0.6000000238418579,124.0,0.25,6
10.1,0.042,0.29,0.99586,6.8,56.0,3.11,9.5,0.5099999904632568,157.0,0.24,6
12.2,0.021,0.43,0.99,7.3,20.0,3.08,2.0,0.5600000023841858,69.0,0.24,6
11.2,0.059,0.45,0.9972,8.3,32.0,3.33,7.8,0.7699999809265137,139.0,0.28,6
9.2,0.063,0.32,0.998,7.6,32.0,3.0,14.6,0.44999998807907104,201.0,0.285,5
9.4,0.061,0.36,0.9976,6.6,42.0,3.31,9.2,0.5600000023841858,214.0,0.38,5
12.2,0.042,0.36,0.99123,6.7,34.0,2.97,6.6,0.3100000023841858,116.0,0.33,8
9.3,0.054,0.12,0.99424,6.2,6.0,3.16,4.8,0.5,97.0,0.32,5
9.9,0.042,0.37,0.9979,7.3,36.0,3.48,9.7,0.75,130.0,0.27,6
9.1,0.042,0.18,0.99644,7.2,41.0,3.16,8.2,0.49000000953674316,180.0,0.29,5
9.5,0.042,0.71,0.99784,6.8,21.0,2.85,17.5,0.5,114.0,0.19,6
9.5,0.049,0.52,0.99551,6.5,35.0,3.16,7.9,0.5099999904632568,192.0,0.29,6
12.5,0.029,0.36,0.99076,7.2,21.0,3.13,2.0,0.6299999952316284,63.0,0.24,6
10.9,0.049,0.31,0.993,8.0,24.0,3.1,5.6,0.41999998688697815,97.0,0.22,5
10.8,0.044,0.39,0.9941,7.6,30.0,3.46,2.6,0.4399999976158142,180.0,0.2,7
11.4,0.05,0.31,0.9914,7.1,32.0,3.14,2.3,0.5099999904632568,156.0,0.25,6
